lat,lon,solar_ghi_raw,depth_m,distance_to_corridor_km,corr_score_raw,wind_ws100m,safety_index,valid_ocean_point,solar_norm,depth_score_raw,depth_norm,corridor_norm,wind_norm,safety_norm,H2_hub_score,Tier,Zone,Cluster_ID,Cluster_Zone
8.0,78.0,5.5,-15.0,246.93636581156187,0.5393767813511984,7.276875569425521,0.875,True,0.0,0.5,0.5,0.538763243896067,0.0,1.0,36.775264877921344,1,A — Indian Coast,1.0,A
10.0,93.0,5.5,-3811.116991038364,458.2014731188642,0.3180636742367314,7.276875569425521,0.42,True,0.0,1.0,1.0,0.3171553538114219,0.0,0.0,34.34310707622844,3,A — Indian Coast,4.0,A
10.0,92.0,5.5,-3777.289489518493,496.29358833444417,0.2891718962911331,7.276875569425521,0.42,True,0.0,1.0,1.0,0.2882250928124358,0.0,0.0,33.76450185624872,3,A — Indian Coast,17.0,A
7.0,80.0,5.5,-3291.338636835713,0.0,1.0,7.276875569425521,0.875,True,0.0,1.0,1.0,1.0,0.0,1.0,60.00000000000001,1,B — Near-India Regional,0.0,B
7.0,72.0,5.5,-4998.251051701419,0.0,1.0,7.276875569425521,0.875,True,0.0,1.0,1.0,1.0,0.0,1.0,60.00000000000001,1,B — Near-India Regional,1.0,B
7.0,71.0,5.5,-3657.376574762349,110.3660757174536,0.7588772889509922,7.276875569425521,0.875,True,0.0,1.0,1.0,0.7585561201333513,0.0,1.0,55.17112240266703,1,B — Near-India Regional,1.0,B
7.0,79.0,5.5,-4035.841266132255,110.3660757174536,0.7588772889509922,7.276875569425521,0.875,True,0.0,1.0,1.0,0.7585561201333513,0.0,1.0,55.17112240266703,1,B — Near-India Regional,0.0,B
6.0,72.0,5.5,-3568.0892534959853,111.19492664455872,0.7573064266651235,7.276875569425521,0.875,True,0.0,1.0,1.0,0.7569831655021334,0.0,1.0,55.13966331004268,1,B — Near-India Regional,1.0,B
8.0,71.0,5.5,-4736.8433489197605,156.58110278754708,0.6760739895247802,7.276875569425521,0.875,True,0.0,1.0,1.0,0.6756425289902878,0.0,1.0,53.51285057980576,1,B — Near-India Regional,-1.0,B
6.0,79.0,5.5,-3068.6428839409,156.7477249748259,0.6757924258550524,7.276875569425521,0.875,True,0.0,1.0,1.0,0.6753605902854979,0.0,1.0,53.50721180570997,1,B — Near-India Regional,2.0,B
6.0,73.0,5.5,-4679.18585298669,156.7477249748259,0.6757924258550524,7.276875569425521,0.875,True,0.0,1.0,1.0,0.6753605902854979,0.0,1.0,53.50721180570997,1,B — Near-India Regional,3.0,B
6.0,94.0,5.5,-4676.918764554836,0.0,1.0,7.276875569425521,0.595,True,0.0,1.0,1.0,1.0,0.0,0.3846153846153845,52.61538461538462,3,B — Near-India Regional,4.0,B
7.0,74.0,5.5,-4110.2486584080525,220.73202658609523,0.5758949194350709,7.276875569425521,0.875,True,0.0,1.0,1.0,0.5753300231352244,0.0,1.0,51.50660046270449,1,B — Near-India Regional,5.0,B
6.0,78.0,5.5,-3707.252141507749,247.3588776028805,0.5388073495185112,7.276875569425521,0.875,True,0.0,1.0,1.0,0.5381930535958441,0.0,1.0,50.763861071916885,1,B — Near-India Regional,2.0,B
6.0,74.0,5.5,-3929.972284002711,247.3588776028805,0.5388073495185112,7.276875569425521,0.875,True,0.0,1.0,1.0,0.5381930535958441,0.0,1.0,50.763861071916885,1,B — Near-India Regional,3.0,B
7.0,75.0,5.5,-3951.635024816928,331.0977276823014,0.4370339844868859,7.276875569425521,0.875,True,0.0,1.0,1.0,0.4362841292418625,0.0,1.0,48.72568258483725,1,B — Near-India Regional,5.0,B
8.0,75.0,5.5,-4897.013783126267,348.918190078118,0.4179909592853218,7.276875569425521,0.875,True,0.0,1.0,1.0,0.4172157392546185,0.0,1.0,48.34431478509237,1,B — Near-India Regional,-1.0,B
6.0,77.0,5.5,-3217.378413650485,349.5909949842125,0.417288484316421,7.276875569425521,0.875,True,0.0,1.0,1.0,0.4165123286083848,0.0,1.0,48.3302465721677,1,B — Near-India Regional,6.0,B
6.0,95.0,5.5,-3738.602981815068,110.58577386542665,0.7584605935581717,7.276875569425521,0.595,True,0.0,1.0,1.0,0.7581388697137312,0.0,0.3846153846153845,47.77816200965925,3,B — Near-India Regional,4.0,B
7.0,94.0,5.5,-4186.081153632903,111.19492664455872,0.7573064266651235,7.276875569425521,0.595,True,0.0,1.0,1.0,0.7569831655021334,0.0,0.3846153846153845,47.75504792542729,3,B — Near-India Regional,4.0,B
5.0,94.0,5.5,-3381.3404190882056,111.19492664455872,0.7573064266651235,7.276875569425521,0.595,True,0.0,1.0,1.0,0.7569831655021334,0.0,0.3846153846153845,47.75504792542729,3,B — Near-India Regional,4.0,B
10.0,70.0,5.5,-3203.9167016216816,399.5542865098682,0.368289591715223,7.276875569425521,0.875,True,0.0,1.0,1.0,0.3674481708302403,0.0,1.0,47.3489634166048,1,B — Near-India Regional,11.0,B
7.0,76.0,5.5,-4090.827573981198,441.4630539327303,0.3316557867389651,7.276875569425521,0.875,True,0.0,1.0,1.0,0.3307655706335789,0.0,1.0,46.61531141267158,1,B — Near-India Regional,7.0,B
6.0,76.0,5.5,-4015.333758114152,455.6884451325553,0.3200682217854053,7.276875569425521,0.875,True,0.0,1.0,1.0,0.3191625713622841,0.0,1.0,46.38325142724569,1,B — Near-India Regional,6.0,B
7.0,95.0,5.5,-4428.681320137513,156.7477249748259,0.6757924258550524,7.276875569425521,0.595,True,0.0,1.0,1.0,0.6753605902854979,0.0,0.3846153846153845,46.12259642109458,3,B — Near-India Regional,8.0,B
5.0,95.0,5.5,-4579.7627387575285,156.89078148558067,0.6755507778031936,7.276875569425521,0.595,True,0.0,1.0,1.0,0.675118620365082,0.0,0.3846153846153845,46.11775702268626,3,B — Near-India Regional,9.0,B
5.0,93.0,5.5,-4851.140242968429,156.89078148558067,0.6755507778031936,7.276875569425521,0.595,True,0.0,1.0,1.0,0.675118620365082,0.0,0.3846153846153845,46.11775702268626,3,B — Near-India Regional,10.0,B
11.0,70.0,5.5,-4995.283594207688,496.0390469985382,0.2893559703549652,7.276875569425521,0.875,True,0.0,1.0,1.0,0.2884094120578568,0.0,1.0,45.768188241157134,2,B — Near-India Regional,11.0,B
12.0,70.0,5.5,-4009.957093179244,597.6491890108134,0.2244453631863322,7.276875569425521,0.875,True,0.0,1.0,1.0,0.2234123457462174,0.0,1.0,44.46824691492435,2,B — Near-India Regional,11.0,B
6.0,92.0,5.5,-4559.385947575553,221.17145570104148,0.575262604333872,7.276875569425521,0.595,True,0.0,1.0,1.0,0.5746968658077062,0.0,0.3846153846153845,44.10932193153874,3,B — Near-India Regional,12.0,B
6.0,96.0,5.5,-4987.036164807128,221.17145570104148,0.575262604333872,7.276875569425521,0.595,True,0.0,1.0,1.0,0.5746968658077062,0.0,0.3846153846153845,44.10932193153874,3,B — Near-India Regional,13.0,B
8.0,94.0,5.5,-4538.511067574844,222.38985328911747,0.5735130238682982,7.276875569425521,0.595,True,0.0,1.0,1.0,0.5729449549490846,0.0,0.3846153846153845,44.07428371436631,3,B — Near-India Regional,14.0,B
7.0,96.0,5.5,-3739.7308405814,247.3588776028805,0.5388073495185112,7.276875569425521,0.595,True,0.0,1.0,1.0,0.5381930535958441,0.0,0.3846153846153845,43.3792456873015,3,B — Near-India Regional,8.0,B
7.0,92.0,5.5,-3854.220288905128,247.3588776028805,0.5388073495185112,7.276875569425521,0.595,True,0.0,1.0,1.0,0.5381930535958441,0.0,0.3846153846153845,43.3792456873015,3,B — Near-India Regional,12.0,B
5.0,92.0,5.5,-4422.227277638571,247.7214157452057,0.5383192252176083,7.276875569425521,0.595,True,0.0,1.0,1.0,0.5377042791268012,0.0,0.3846153846153845,43.36947019792064,3,B — Near-India Regional,10.0,B
8.0,95.0,5.5,-3007.224763902537,248.26724456355257,0.5375851508137365,7.276875569425521,0.595,True,0.0,1.0,1.0,0.5369692269560183,0.0,0.3846153846153845,43.354769154504986,3,B — Near-India Regional,8.0,B
8.0,92.0,5.5,-4571.171204467408,313.3284269794253,0.4568861392186591,7.276875569425521,0.595,True,0.0,1.0,1.0,0.4561627264975899,0.0,0.3846153846153845,41.738639145336414,3,B — Near-India Regional,15.0,B
8.0,96.0,5.5,-3858.5725284066966,313.3284269794253,0.4568861392186591,7.276875569425521,0.595,True,0.0,1.0,1.0,0.4561627264975899,0.0,0.3846153846153845,41.738639145336414,3,B — Near-India Regional,16.0,B
9.0,94.0,5.5,-3908.777286001607,333.5847799336762,0.4343250987516106,7.276875569425521,0.595,True,0.0,1.0,1.0,0.4335716353453113,0.0,0.3846153846153845,41.28681732229085,3,B — Near-India Regional,14.0,B
8.0,80.0,5.5,-15.0,111.19492664455872,0.7573064266651235,7.276875569425521,0.875,True,0.0,0.5,0.5,0.7569831655021334,0.0,1.0,41.13966331004267,1,B — Near-India Regional,0.0,B
9.0,95.0,5.5,-3146.404770598119,351.3254029941358,0.4154830301636881,7.276875569425521,0.595,True,0.0,1.0,1.0,0.4147044696403899,0.0,0.3846153846153845,40.90947400819242,3,B — Near-India Regional,17.0,B
11.0,94.0,5.5,-3564.2274382912174,555.9746332227936,0.2490911007269334,7.276875569425521,0.7,True,0.0,1.0,1.0,0.248090910731199,0.0,0.6153846153846153,40.34643359923937,4,B — Near-India Regional,18.0,B
11.0,95.0,5.5,-3213.9585761243206,566.7396017039342,0.2424768579579107,7.276875569425521,0.7,True,0.0,1.0,1.0,0.241467857972771,0.0,0.6153846153846153,40.213972544070806,4,B — Near-India Regional,18.0,B
8.0,91.0,5.5,-4829.950458634235,398.83745621853006,0.3689501862945004,7.276875569425521,0.595,True,0.0,1.0,1.0,0.3681096453033238,0.0,0.3846153846153845,39.977577521451096,3,B — Near-India Regional,15.0,B
22.0,66.0,5.5,-4720.005565546886,618.5491432862786,0.2130192251947167,7.276875569425521,0.7,True,0.0,1.0,1.0,0.2119709884531392,0.0,0.6153846153846153,39.62403515367817,4,B — Near-India Regional,19.0,B
23.0,66.0,5.5,-3145.0290611268406,626.2814183934456,0.2089409618761333,7.276875569425521,0.7,True,0.0,1.0,1.0,0.2078872930000117,0.0,0.6153846153846153,39.54236124461562,4,B — Near-India Regional,19.0,B
8.0,81.0,5.5,-15.0,156.58110278754708,0.6760739895247802,7.276875569425521,0.875,True,0.0,0.5,0.5,0.6756425289902878,0.0,1.0,39.51285057980576,1,B — Near-India Regional,-1.0,B
21.0,85.0,5.5,-3434.894445952252,634.6892147801617,0.2045949645519718,7.276875569425521,0.7,True,0.0,1.0,1.0,0.2035355069269762,0.0,0.6153846153846153,39.45532552315491,4,B — Near-India Regional,-1.0,B
11.0,91.0,5.5,-4622.295171636572,646.4372796692302,0.1986733621266378,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1976060170901196,0.0,0.6153846153846153,39.336735726417785,4,B — Near-India Regional,-1.0,B
24.0,66.0,5.5,-3839.4069216929975,653.0732612627439,0.1954045697201566,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1943328707420801,0.0,0.6153846153846153,39.271272799457,4,B — Near-India Regional,19.0,B
22.0,85.0,5.5,-3101.0879101468404,661.290405274045,0.1914313513567406,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1903543601611103,0.0,0.6153846153846153,39.1917025878376,4,B — Near-India Regional,-1.0,B
12.0,94.0,5.5,-3987.303875755724,667.1695598673524,0.1886382914055963,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1875575799309504,0.0,0.6153846153846153,39.13576698323439,4,B — Near-India Regional,18.0,B
12.0,95.0,5.5,-3588.674560887902,676.1398483831988,0.1844550233762824,7.276875569425521,0.7,True,0.0,1.0,1.0,0.1833687399037065,0.0,0.6153846153846153,39.05199018268952,4,B — Near-India Regional,20.0,B
